Study_Hours,Attendance_Percentage,Internal_Marks,Assignment_Score,Final_Marks,Result
5.07,50.62,40,16,42.43,Pass
4.16,73.63,23,0,35.43,Fail
4.77,98.88,34,15,48.23,Pass
3.17,71.1,50,14,43.67,Pass
2.46,95.66,48,12,45.07,Pass
5.8,64.44,47,6,47.76,Pass
3.22,99.93,43,2,45.1,Pass
3.45,74.75,27,12,39.45,Fail
7.88,42.54,35,15,50.44,Pass
11.62,75.21,20,0,47.13,Pass
7.24,56.47,44,0,44.9,Pass
0.92,41.95,35,15,35,Fail
0.91,89.25,49,1,35,Fail
11.42,56.54,44,17,71.94,Pass
3.57,87.79,21,20,42.7,Pass
1.1,57.29,21,17,35,Fail
7.19,51.66,27,4,35.55,Fail
7.48,98.44,31,4,37.26,Fail
7.78,61.7,30,7,55.34,Pass
3.21,76.08,25,8,45.22,Pass
0.18,76.6,38,13,38.08,Fail
11.58,73.63,47,12,60.82,Pass
3.01,94.88,37,17,60.43,Pass
8.11,80.47,24,3,36.73,Fail
8.48,64.22,34,17,56.6,Pass
7.32,91.74,27,19,45.7,Pass
3.75,50.86,25,14,35,Fail
3.25,72.65,31,6,36.18,Fail
7.17,97.03,38,12,56.67,Pass
10.39,77.52,31,1,51.2,Pass
11.36,89.02,31,8,66.42,Pass
1.27,79.21,28,4,35,Fail
1.86,90.36,43,0,39.47,Fail
11.34,96.67,29,18,61.34,Pass
8.84,56.38,41,19,64.83,Pass
10.6,50.18,36,18,66.13,Pass
2.43,69.04,37,12,37.16,Fail
7.05,82.11,35,5,48.82,Pass
8.41,53.63,23,9,40.18,Pass
8.16,40.25,37,10,46.14,Pass
4.9,60.58,22,15,42.82,Pass
0.18,98.13,35,0,35,Fail
7,81.7,33,18,45.11,Pass
3.04,64.08,43,4,35,Fail
5.4,51.55,28,5,35,Fail
11.49,61.37,25,5,52.03,Pass
4.79,50.19,23,4,35,Fail
10.08,46.38,46,5,46.49,Pass
2.26,94.4,21,12,35,Fail
8.07,99.86,42,0,62.38,Pass
11.72,49.85,29,0,49.39,Pass
1.22,43.27,30,13,35,Fail
0.1,59.78,26,7,35,Fail
5.2,67.7,45,8,53.42,Pass
1.11,52.29,44,9,35,Fail
8.98,58.09,24,5,46.88,Pass
10.97,52.05,45,8,64.58,Pass
5.21,86.46,23,17,48.42,Pass
3.1,82.75,45,14,49.73,Pass
5.21,78.1,25,3,35,Fail
8.68,63.23,47,1,36.94,Fail
0.11,94.54,21,5,35,Fail
7.07,98.17,21,16,49.28,Pass
7.36,50.42,35,6,41.29,Pass
7.65,53.38,47,19,62.2,Pass
2.9,71.54,44,14,39.21,Fail
8.57,45.48,42,20,56.86,Pass
1.1,66.19,42,1,35,Fail
2.39,74.91,32,20,45.46,Pass
10.53,71.32,40,11,61.33,Pass
8.86,59.85,26,9,48.64,Pass
0.16,72.55,44,16,36.46,Fail
2.98,97.53,45,17,48.39,Pass
2.57,52.36,24,15,35,Fail
3.25,79.29,44,9,40.52,Pass
2.97,42.6,36,7,35,Fail
0.75,43.98,32,20,39.7,Fail
5.51,73.11,34,12,42.17,Pass
8.79,46.3,47,15,54.43,Pass
7.28,41.34,22,7,43.53,Pass
8.07,50.29,42,11,47.67,Pass
0.97,73.89,23,16,35,Fail
11.42,82.2,34,15,65.53,Pass
10.06,52.15,37,8,52.12,Pass
9.66,80.1,47,18,63.82,Pass
9.88,50.95,49,16,55.91,Pass
11.19,76.81,22,7,55.64,Pass
6.53,64.72,26,11,48.55,Pass
2.4,79.23,27,8,38.47,Fail
7.4,99.7,30,5,50.31,Pass
8.91,96.27,44,9,49.84,Pass
8.86,40.26,41,8,53.24,Pass
6.26,93.13,45,3,48.88,Pass
0.82,43.99,28,10,35,Fail
4.45,97.18,39,20,56.59,Pass
11.05,56.91,31,5,52.69,Pass
7.01,62.92,24,17,51.81,Pass
6.46,45.5,20,3,35,Fail
3.23,46.74,33,11,35,Fail
4.42,83.6,44,8,44.25,Pass
10.74,96.66,44,14,70.41,Pass
8,76.64,44,8,47.21,Pass
9.45,82.95,22,5,45.36,Pass
5.45,85.72,48,10,40.71,Pass
7.56,55.77,34,6,46.57,Pass
2.98,42.71,29,13,36.48,Fail
8.47,40.11,45,15,50.34,Pass
5.13,61.04,29,14,36.51,Fail
5.31,54.49,43,19,54.81,Pass
7.79,43.74,22,8,36.07,Fail
11.24,50.77,48,18,68.93,Pass
0.77,47.47,25,11,35,Fail
9.9,94.89,24,10,51.94,Pass
3.51,48.42,43,7,40.34,Pass
5.33,72.26,38,2,40.72,Pass
0.26,75.59,33,18,43.46,Pass
3.61,72.61,36,2,35,Fail
6.03,45.94,31,2,35,Fail
0.67,59.13,28,5,35,Fail
5.89,43.08,45,10,47.57,Pass
11.13,63.74,44,19,65.45,Pass
1.26,51.32,22,13,36.44,Fail
9.17,73.7,37,1,55.44,Pass
4.92,81.57,23,11,37.71,Fail
7.86,71.93,33,15,52.96,Pass
3.12,66.05,43,2,35,Fail
1.91,63.24,25,20,41.52,Pass
1.93,90.5,45,15,42,Pass
0.85,53.16,34,9,35,Fail
2.23,84.05,50,19,48.3,Pass
7.97,85.45,36,4,42.1,Pass
10.58,65.15,50,12,67.59,Pass
9.77,57.84,43,11,51.61,Pass
8.22,68.23,24,0,37.79,Fail
1.33,45.59,48,19,45.03,Pass
3.47,42.76,25,10,35,Fail
3.72,46.7,40,18,50.56,Pass
3,51.23,45,14,36.65,Fail
6.18,70.25,24,17,39.94,Fail
6.43,90.95,38,15,54.15,Pass
4.28,54.14,33,6,43.79,Pass
4.25,96.11,23,9,39.61,Fail
9.94,97.29,24,15,62.95,Pass
9.47,97.53,30,16,53.2,Pass
3.69,90.25,46,6,42.93,Pass
10.97,61.83,21,10,49.59,Pass
11.43,44.36,41,16,54.92,Pass
3.92,74.13,21,4,35,Fail
4.25,73.52,39,0,36.04,Fail
6.07,91,31,2,50.32,Pass
11.29,99.76,35,15,67.28,Pass
10.52,70.49,36,14,56.26,Pass
1.23,60.71,23,3,35,Fail
4.71,51.15,33,11,37.39,Fail
6.64,40.29,26,0,35,Fail
6.04,70.55,34,16,50.81,Pass
2.33,73.33,49,14,43.56,Pass
10.31,89.5,35,19,67.76,Pass
8.12,70.27,27,19,56.88,Pass
10.05,94.99,21,9,52.82,Pass
10.31,77.69,38,10,58.35,Pass
8.98,90.42,20,17,54.38,Pass
5.27,48.9,50,1,35,Fail
7.33,91.32,42,5,55.42,Pass
1.92,80.51,23,15,43.56,Pass
8.08,50.21,46,6,50.03,Pass
2.15,51.39,45,18,37.97,Fail
8.33,95.59,43,11,58.93,Pass
2.76,41.93,40,17,37.21,Fail
1.41,67.75,44,9,36.82,Fail
1.98,58.81,41,6,35,Fail
0.02,79.9,30,3,35,Fail
8.62,90.38,29,16,56.78,Pass
8.79,61.62,37,16,66.74,Pass
6.18,65.61,20,3,35,Fail
1.94,98.92,36,20,51.57,Pass
1,87.03,35,4,35,Fail
0.23,93.83,31,0,35,Fail
1.99,66.33,47,18,37.81,Fail
10.69,54.04,49,10,61.74,Pass
2.9,64.71,49,0,38.36,Fail
4.25,82.97,35,7,35,Fail
1.26,46.57,28,3,35,Fail
2.67,56.23,36,14,35.44,Fail
6.23,42.8,22,16,42.86,Pass
7.29,65.94,47,17,60.63,Pass
2.94,89.65,37,2,41.28,Pass
0.69,41.48,34,17,35,Fail
4.69,80.52,34,6,51.06,Pass
2.81,95.95,50,16,46.41,Pass
2.63,54.22,35,17,43.38,Pass
11.52,81.62,47,19,68.75,Pass
7.4,98.51,39,7,53.34,Pass
6.68,97.74,20,10,44.74,Pass
4.99,54.1,50,2,44.12,Pass
5.15,46.02,20,6,36.62,Fail
6.49,48.9,23,14,38.1,Fail
8.36,82.12,48,9,53.43,Pass
8.43,83.55,32,11,42.69,Pass
2.06,80.45,49,11,44.32,Pass
6,60.16,23,18,43.18,Pass
4.94,50.19,42,18,48.02,Pass
10.45,74.85,27,14,56.04,Pass
7.58,69.02,32,20,57.9,Pass
6.39,83.73,43,20,55.2,Pass
1.38,66.48,27,4,35,Fail
7.27,60.32,33,12,47.46,Pass
1.41,57.61,49,8,35,Fail
4.05,52.69,47,9,38.8,Fail
1.71,55.94,49,7,41.07,Pass
8.3,45.69,44,8,54.12,Pass
2.48,60.81,20,5,35,Fail
4.7,42.19,28,17,38.63,Fail
10.75,51.18,45,9,46.74,Pass
2.45,84.81,43,14,36.13,Fail
6.09,59.53,20,12,38.04,Fail
5.03,80.09,26,10,35,Fail
0.22,83.01,44,1,36.93,Fail
9.51,74.87,39,7,50.76,Pass
0.83,97.52,32,17,38.33,Fail
5.69,41.29,34,2,43.89,Pass
6.73,84.32,48,2,55.03,Pass
7.54,97.53,28,20,58.41,Pass
8.26,91.74,35,6,53.12,Pass
3.04,50.07,36,17,35.93,Fail
0.12,59.61,28,20,36.25,Fail
8.68,50.35,25,20,52.32,Pass
6.43,76.08,39,8,47.21,Pass
10.03,82.73,31,17,63.29,Pass
9.86,59.02,35,0,50.8,Pass
10.12,72.37,47,3,51.9,Pass
5.82,81.46,40,3,49.15,Pass
4,65.28,34,16,42.56,Pass
9.5,91.24,26,1,48.85,Pass
5.42,86.29,29,14,39.92,Fail
2.2,43.88,48,12,35,Fail
10.26,77.27,23,8,43.97,Pass
10.59,54.12,43,6,67.36,Pass
5.6,73.45,22,11,51.76,Pass
0.91,97.41,37,11,35,Fail
4.65,92.74,20,13,35,Fail
9.64,64.27,49,14,59.18,Pass
10.82,57.49,32,0,54.01,Pass
2.44,54.06,41,8,38.53,Fail
0.8,71.95,37,15,47.43,Pass
10.53,46.85,27,8,47.43,Pass
4.67,72.96,50,15,48.13,Pass
6.5,40.08,30,1,35.14,Fail
11.62,59.43,29,9,54.1,Pass
0.8,53.2,48,17,39.24,Fail
7.78,98.27,23,12,51.12,Pass
0.89,83.63,44,1,43.57,Pass
4.51,60.98,23,12,37.42,Fail
9.65,45.57,23,2,36.04,Fail
5.2,71.01,48,14,49.8,Pass
11.97,52.81,31,2,55.07,Pass
6.71,72.19,27,9,46.81,Pass
3.85,90.12,47,5,47.67,Pass
2.64,76.95,32,13,35,Fail
4.21,78.03,27,8,35,Fail
4.47,72.46,40,17,47.59,Pass
0.82,95.64,22,7,35,Fail
4.43,95.91,31,5,36.71,Fail
5.57,70.76,37,14,55.21,Pass
8.67,58.35,34,13,54.53,Pass
7.88,67.58,44,14,53.25,Pass
8.51,51.19,33,19,67.45,Pass
0.1,78.18,28,5,35,Fail
2.61,70.01,24,11,35,Fail
7.94,46.2,49,9,49.7,Pass
5.81,51.86,48,18,52.51,Pass
0.06,68.78,34,7,35,Fail
9.65,93.26,27,4,55,Pass
9.27,73.98,42,9,60.85,Pass
6.58,80.89,22,10,46.72,Pass
0.8,60.34,31,19,35,Fail
9.2,74.28,24,13,49.3,Pass
7,66.84,50,13,58.39,Pass
9.38,79.55,48,1,56.26,Pass
9.02,43.03,28,16,45.8,Pass
9.64,69.6,39,14,48.42,Pass
6.22,57.76,22,2,35,Fail
1.68,59.57,42,2,35,Fail
8.05,97.66,27,2,49.25,Pass
7.45,50.96,40,2,35.9,Fail
8.91,58.67,32,17,58.26,Pass
2.04,70.59,27,5,38.74,Fail
2.34,91.78,24,13,35.26,Fail
10.68,65,44,2,54.23,Pass
9,84.63,26,0,42.98,Pass
10.9,91.38,24,9,54.19,Pass
9.1,58.6,48,12,64,Pass
7.17,63.57,28,8,39.54,Fail
7.85,61.39,24,1,40.24,Pass
10.67,89.97,27,9,55,Pass
6.95,42.66,31,11,43.73,Pass
7.59,58.51,23,18,46.32,Pass
1.88,80.76,28,2,35,Fail
5.69,73.93,47,18,60.12,Pass
8.6,66.18,41,0,49.7,Pass
3.25,72.4,41,14,42.71,Pass
2.43,51.86,33,12,38.19,Fail
3.77,65.84,38,6,35,Fail
2.9,70.1,32,1,35,Fail
2.58,94.07,22,19,38.19,Fail
5.1,55.65,23,10,37.37,Fail
10.89,92.07,20,15,53.24,Pass
6.08,78.65,41,13,57.12,Pass
2.26,41.22,20,14,35,Fail
0.92,83.48,30,19,37.58,Fail
8.35,42.13,35,18,44.61,Pass
4.59,99.84,23,6,45.06,Pass
9.86,92.36,50,8,71.07,Pass
7.91,57.84,48,3,43.5,Pass
9.55,55.44,26,5,47.21,Pass
3.26,62.89,31,9,35,Fail
8.31,61.37,25,2,43.74,Pass
3.17,62.34,43,20,54.36,Pass
11.27,59.1,39,0,54.57,Pass
7.64,77.27,28,5,41.06,Pass
3.89,49.86,45,4,35,Fail
3.23,90.76,27,14,39.12,Fail
2.29,88.74,33,10,35,Fail
8.34,68.59,34,19,59.94,Pass
2.62,91.16,40,12,47.65,Pass
7.14,54.83,49,5,54.97,Pass
3.18,41.05,41,4,35,Fail
7.94,77.15,24,1,47.39,Pass
9.78,67.47,34,16,66.19,Pass
9.34,74.03,25,11,44.42,Pass
9.13,93.96,20,11,49.08,Pass
2.25,98.2,39,13,43.21,Pass
1.06,78.07,28,6,35,Fail
8.39,85.84,23,13,57.55,Pass
4.42,45.03,21,6,35,Fail
5.19,49.64,25,8,35,Fail
0.37,83.99,21,13,35.45,Fail
3.11,65.88,22,20,35,Fail
0.4,66.76,26,16,35.01,Fail
10.55,58.52,39,16,63.22,Pass
2.92,76.44,36,20,49.05,Pass
6.69,51.11,28,12,46.74,Pass
0.47,77.61,41,17,37.28,Fail
8,50.43,28,18,48.24,Pass
3.88,43.83,38,16,39.35,Fail
10.78,59.82,24,5,49.65,Pass
10.66,53.87,44,11,48.27,Pass
3.9,93.34,25,5,39.16,Fail
10.81,43.3,37,2,58.13,Pass
11.95,50.6,50,14,66.85,Pass
9.9,72.92,20,2,44.28,Pass
10.14,68.86,44,14,62.05,Pass
2.99,42.75,36,0,35,Fail
6.92,40.44,33,20,54.28,Pass
0.81,99.28,34,2,35,Fail
1.14,79.53,24,4,35,Fail
11.99,61.92,36,13,54.59,Pass
3.92,68.23,40,3,38.07,Fail
8.98,55.99,40,8,45.64,Pass
9.68,60.69,42,17,57.57,Pass
10.3,78.94,42,9,64.18,Pass
11.97,92.97,30,7,65.17,Pass
2.9,51.05,29,12,36.02,Fail
0.48,90.42,36,1,35.84,Fail
4.93,47.29,44,19,40.17,Pass
1.56,52.9,20,19,39.38,Fail
0.27,42.23,24,6,35,Fail
4.33,48.45,35,10,39.6,Fail
9.4,95.04,26,4,47.23,Pass
6.79,67.57,31,17,51.26,Pass
3.75,44.66,27,7,35,Fail
7.85,97.58,37,9,60.15,Pass
2.78,92.74,49,1,53.39,Pass
0.17,85.28,20,2,35,Fail
9.17,96.01,39,4,54.73,Pass
7.48,53.21,31,15,55.75,Pass
9.15,90.18,50,9,53.32,Pass
0.47,81.4,23,10,35,Fail
10.05,92.19,45,18,66.6,Pass
7.43,87.81,31,15,51.76,Pass
6.76,60.79,41,11,45.32,Pass
7.5,86.46,20,1,43.8,Pass
10.37,55.75,49,10,59.88,Pass
7.04,59.72,20,0,35,Fail
6.97,46.47,22,4,42.64,Pass
11.89,96.1,40,20,69.91,Pass
9.08,57.46,31,13,56.66,Pass
5.31,71.24,41,17,49.19,Pass
8.49,63.48,40,6,49.08,Pass
4.67,97.6,32,4,37.71,Fail
2.75,60.1,48,7,35,Fail
7.16,86.71,32,20,52.4,Pass
11.14,91.32,40,14,57.07,Pass
11.15,66.14,28,4,52.68,Pass
4.1,62.69,37,12,40.08,Pass
6.33,84.86,47,18,63.57,Pass
2.54,94.77,47,1,36.34,Fail
11.95,85.3,20,4,51.78,Pass
11.77,53.63,25,4,55.96,Pass
7.79,93.3,44,5,58.52,Pass
9.65,63.25,42,15,60.09,Pass
8.58,74.57,43,1,45.26,Pass
7.12,89.89,24,4,46.22,Pass
0.64,51.3,45,14,35,Fail
5.46,87.07,23,0,35,Fail
8.1,75.77,25,18,59.07,Pass
8.13,93.6,22,2,51.7,Pass
4.48,50.32,36,18,39.51,Fail
11.3,65.24,30,14,67.02,Pass
2.01,89.97,23,2,35,Fail
6,41.15,44,7,46.89,Pass
8.29,46.73,39,14,60.89,Pass
8.37,99.43,20,0,43.03,Pass
7.78,56.82,49,5,51.88,Pass
3.3,98.53,23,16,45.45,Pass
1.87,50.95,42,15,46.02,Pass
7.63,61.67,22,12,44.43,Pass
7.19,85.17,29,0,46.4,Pass
2.15,79.47,41,2,35,Fail
8.46,74.87,50,5,47.97,Pass
5.46,71.79,49,19,52.03,Pass
8.01,90.61,20,20,50.21,Pass
10.05,54.1,46,2,57.72,Pass
2.04,66.55,23,14,35,Fail
0.23,49.33,38,14,35,Fail
9.35,75.76,49,10,55.9,Pass
7.32,55.03,20,5,35.47,Fail
8.4,60.03,35,5,51.59,Pass
10.06,68.28,38,8,50.94,Pass
9.63,41.61,50,13,57.48,Pass
11.53,45.52,39,10,55.34,Pass
6.43,81.16,40,5,49.02,Pass
5.86,65.74,41,17,60.32,Pass
4.82,91.89,37,19,48.77,Pass
1.84,81.68,21,14,35.24,Fail
6.87,40.49,25,8,37.97,Fail
3.32,77,40,10,39.52,Fail
11.06,45.62,20,1,43.35,Pass
7,86.86,38,5,57.83,Pass
7.11,99.49,46,13,58.55,Pass
4.26,71.87,24,13,38.48,Fail
0.62,80.97,50,12,39,Fail
0.38,54.24,48,4,35,Fail
5.08,66.26,47,8,41.24,Pass
1.01,91.37,47,10,41.64,Pass
7.28,50.05,21,6,39.94,Fail
10.57,55.93,20,1,39.17,Fail
10.59,66.73,35,11,65.07,Pass
7.91,82.73,44,4,59.99,Pass
2.53,62.55,50,1,47.55,Pass
10.36,95.66,40,13,66.91,Pass
10.63,45.67,21,6,47.5,Pass
2.36,62.25,45,4,35.25,Fail
8.85,82.54,23,3,45.85,Pass
3.44,53.56,22,9,35.47,Fail
9.63,79.38,42,15,61.87,Pass
11.97,49.85,36,5,54.05,Pass
0.36,43.36,34,20,35.8,Fail
10.77,47.26,29,5,45.48,Pass
7.47,95.8,31,8,58.15,Pass
11.68,73.11,31,0,52.61,Pass
5.58,87.78,39,15,55.54,Pass
10.17,59.96,26,16,50.41,Pass
0.75,75.56,46,12,38.59,Fail
4.02,69.7,29,5,35,Fail
0.8,96.74,48,1,35,Fail
11.7,84.85,24,7,50.09,Pass
9.8,83.83,39,3,59.76,Pass
10.23,42.78,39,8,54.81,Pass
11.26,72.98,30,6,47.6,Pass
1.02,68.02,47,20,42.49,Pass
4.63,95.67,49,0,44.44,Pass
0.85,55.44,21,13,35,Fail
2.53,56.19,43,1,35,Fail
2.75,64.68,35,7,40.21,Pass
5.63,54.6,31,10,45.49,Pass
3.22,47.75,35,4,42.65,Pass
1.21,91.44,23,17,35,Fail
2.01,73.5,21,11,37.89,Fail
1.77,91.68,44,20,51.75,Pass
11.68,89.87,49,19,72.8,Pass
9.11,56.92,49,18,60.43,Pass
11.61,72.86,48,4,61.11,Pass
5.28,44.99,47,6,43.59,Pass
3.34,94.92,29,1,35,Fail
9.58,64.26,32,16,47.97,Pass
3.92,63.62,42,12,40.74,Pass
3.59,58.17,50,10,42.37,Pass
2.79,67.64,38,4,37.57,Fail
1.56,55.11,34,12,35,Fail
3.08,62.49,42,12,44.29,Pass
4.26,88,20,7,35,Fail
8.09,90.06,47,10,60.52,Pass
0.75,58.25,36,7,35,Fail
2.53,68.14,39,9,36.89,Fail
9.71,92.43,23,10,53.57,Pass
1.76,43.16,39,0,35,Fail
4.11,93.35,28,6,36.17,Fail
10.38,53.15,25,7,49.67,Pass
1.86,80.71,22,5,35,Fail
0.99,74.95,41,13,45.67,Pass
5.81,73.18,21,19,48.02,Pass
3.63,91.56,37,6,35.99,Fail
6.76,46.09,42,2,50.9,Pass
9.65,60.82,49,1,58.46,Pass
1.65,72.3,38,17,35,Fail
6.97,88.68,26,2,35,Fail
6.07,52.99,22,13,35,Fail
1.73,88.18,47,17,41.64,Pass
7.49,63.98,47,12,55.08,Pass
3.28,51.33,37,7,35.31,Fail
5.85,85.54,39,3,48.53,Pass
0.99,45.45,50,14,36.14,Fail
5.52,70.89,39,11,45.33,Pass
3.68,43.83,38,13,39.34,Fail
9.87,61.39,28,19,62.11,Pass
0.68,76.06,35,6,35,Fail
5.02,73.37,25,11,38.87,Fail
5.5,64.28,40,8,50.79,Pass
8.7,65.74,48,9,56.55,Pass
6.89,53.61,31,7,40.39,Pass
8.01,67.35,47,19,56.25,Pass
9.32,97.2,25,1,52.99,Pass
10.35,91.03,32,15,58.92,Pass
3.77,48.71,46,20,44.69,Pass
6.46,41.79,43,17,56.64,Pass
10.08,96.01,24,19,55.37,Pass
11.87,71.6,48,9,73.17,Pass
10.67,72.27,50,5,61.36,Pass
4.46,86.84,32,5,40.1,Pass
2.34,58.88,39,19,43.11,Pass
5.87,68.91,26,12,42.72,Pass
8.9,98.12,31,18,57.53,Pass
5.91,80.33,49,16,57.75,Pass
5.8,49.22,40,1,36.03,Fail
10.06,47.99,23,17,53.89,Pass
4.34,52.26,49,6,53.45,Pass
10.32,86,24,13,59.4,Pass
4.88,57.72,35,14,42.31,Pass
3.94,41.28,46,7,39.92,Fail
5.45,96.65,23,8,40.52,Pass
9.15,50.18,27,20,52.28,Pass
1.51,40.57,35,10,35,Fail
2.36,54.23,27,2,35,Fail
11.42,54.1,36,19,67,Pass
2.11,65.32,33,13,46.62,Pass
6.81,95.22,31,7,51.15,Pass
6.95,92.75,22,2,35.8,Fail
5.88,67.41,46,17,47.01,Pass
7.74,64.65,39,13,52.11,Pass
2.76,73.3,21,19,42.7,Pass
6.63,54.61,49,7,47.53,Pass
4.47,43.13,32,16,39.08,Fail
7.94,96.35,40,7,59,Pass
1.69,51.2,30,4,35,Fail
6.85,51.9,43,11,53.88,Pass
2.22,68.35,31,1,35,Fail
3.34,69.5,37,16,45.56,Pass
2.62,41.11,49,12,35,Fail
2.19,48.88,28,13,35,Fail
9.91,62.69,48,8,62.68,Pass
3.43,81.02,26,8,35,Fail
11.13,53.71,25,8,39.21,Fail
11.64,65.38,43,19,71.76,Pass
6.86,73.44,33,5,46.61,Pass
1.72,93.32,37,11,35,Fail
4.49,59.56,33,9,39.98,Fail
9.57,48.01,24,4,40.42,Pass
4.41,69.36,39,17,46.33,Pass
1.04,84.8,43,6,35,Fail
6.68,46.59,32,12,37.03,Fail
10.14,65.48,20,0,47.68,Pass
9.55,41.07,31,5,40.14,Pass
2.1,42.01,38,20,39.21,Fail
8.07,68.98,29,20,57.38,Pass
2.65,57.89,43,7,35,Fail
2.62,90.71,24,8,35,Fail
10.49,76.13,39,6,54.3,Pass
3,67.24,25,9,41.61,Pass
3.16,64.48,31,7,38.75,Fail
0.01,69.83,40,1,35,Fail
10.45,42.43,22,17,62.54,Pass
9.51,93.57,48,14,67.17,Pass
7.53,99.9,46,5,53.53,Pass
9,50.89,33,13,43.93,Pass
1.82,47.22,40,17,35,Fail
5.5,48.61,23,2,35,Fail
4.21,79.66,36,0,41.53,Pass
1.13,79.69,36,0,35,Fail
5.83,90.88,33,13,57.13,Pass
11.05,85.11,34,0,46.29,Pass
0.48,66.98,26,0,35,Fail
3.5,76.77,23,3,35,Fail
2.49,81.3,36,11,40.08,Pass
2.86,70.76,25,14,38.55,Fail
10.9,68.54,30,3,51.97,Pass
5.62,78.71,31,9,46.9,Pass
5.6,73.45,34,10,43.4,Pass
9.13,78.64,46,5,54.52,Pass
1.85,76.77,31,9,35,Fail
5.85,83.15,30,11,56.57,Pass
5.16,78.57,46,2,43.89,Pass
7.16,71.18,36,14,53.55,Pass
11.99,80.91,27,15,60.85,Pass
9.23,66.97,31,9,58.88,Pass
4.77,54.5,48,10,45.24,Pass
9.93,40.09,28,15,52.68,Pass
2.05,73.6,30,16,35,Fail
0.37,75.44,22,13,37.64,Fail
2.45,98.32,26,15,41.36,Pass
4.08,61.69,48,13,55.44,Pass
6.13,63.65,50,5,44.87,Pass
7.38,52.11,40,9,45.46,Pass
10.93,44.23,22,16,49.72,Pass
6.12,86.37,40,9,48.24,Pass
6.02,54.98,35,20,52.65,Pass
0.6,76.53,29,9,35,Fail
0.42,81.27,42,13,37.6,Fail
6.61,68.27,26,19,44.66,Pass
5.26,92.58,44,16,49.8,Pass
10.07,66.63,43,8,59.51,Pass
1.93,57.09,39,14,38.89,Fail
0.3,93.76,34,6,36.33,Fail
5.39,91.69,40,1,45.77,Pass
2.85,49.84,40,3,35,Fail
0.6,41.56,29,19,35,Fail
8.7,45.4,31,17,46.53,Pass
1.34,57.19,37,10,35.72,Fail
7.3,98.34,47,4,52.92,Pass
3.37,73.51,42,7,42.45,Pass
2.08,62.4,42,19,42.74,Pass
4.56,93.32,28,4,35,Fail
9.62,67.19,48,1,56.35,Pass
4.71,58.91,28,4,35,Fail
9.01,96.47,23,2,51.72,Pass
1.51,90.97,24,11,35,Fail
9.27,90.62,26,18,67.46,Pass
2.84,70.74,45,6,36.33,Fail
8.13,87.37,50,18,66.59,Pass
6.79,50.76,26,3,35,Fail
11.15,74.39,30,13,55.95,Pass
4.65,99.03,29,18,52.31,Pass
0.79,57.46,30,17,35,Fail
0.23,87.66,43,6,35,Fail
9.92,69.43,43,14,65.06,Pass
6.3,42.39,37,20,49.85,Pass
9.3,85.78,31,0,50.76,Pass
2.81,50.11,44,11,35.62,Fail
4.14,77.89,35,18,50.17,Pass
0.36,45.14,46,5,35,Fail
11.54,96.81,23,12,61.92,Pass
8.01,57.5,36,5,47.87,Pass
11.2,53.59,36,12,63.29,Pass
3.19,47.75,40,14,42.06,Pass
7.34,96.76,42,15,52.86,Pass
8.14,82.71,24,7,43.58,Pass
3.81,84.5,50,12,50.53,Pass
10.18,69.96,32,12,57.94,Pass
11.37,68.48,22,19,52.27,Pass
10.62,46.6,46,19,58.38,Pass
8.87,73.59,42,11,62.08,Pass
3.33,54.81,36,18,51.58,Pass
3.38,98.63,30,16,36.57,Fail
11.56,87.79,20,2,52.56,Pass
0.12,64.78,47,14,37.46,Fail
8.59,49.08,37,16,58.29,Pass
8.47,87.12,36,5,54.12,Pass
7.47,47.32,28,18,51.92,Pass
11.88,51.36,39,11,48.2,Pass
3.74,52.69,26,3,35,Fail
4.08,73.41,24,20,38.28,Fail
0.95,87.22,49,11,37.26,Fail
5.31,58.86,35,1,35,Fail
3.13,45.08,26,6,35,Fail
4.12,67.87,32,15,43.95,Pass
10.01,84.89,32,11,60.31,Pass
11.23,53.3,34,15,56.65,Pass
2.23,53.2,42,13,45.08,Pass
4.47,96.83,36,0,35.44,Fail
11.14,97.25,36,8,54.47,Pass
0.74,99.43,46,6,39.86,Fail
1.11,88.46,38,4,35,Fail
1.95,51.29,29,9,35,Fail
7.14,52.72,21,9,36.27,Fail
1.81,60.41,33,17,35,Fail
11.62,59.09,42,6,55.01,Pass
5.36,97.39,22,17,43.35,Pass
6.02,87.34,26,12,45.74,Pass
2.96,83.44,44,10,44.71,Pass
5.65,51.16,47,9,42.33,Pass
7.94,94.57,30,8,44.98,Pass
9.01,89.67,36,14,61.27,Pass
9.05,49.82,34,13,53.44,Pass
6.93,92.27,38,2,51.14,Pass
10.85,56.33,48,13,57.36,Pass
9.81,44.85,30,20,51.12,Pass
9.08,79.41,34,15,61.33,Pass
0.67,79.23,34,2,35,Fail
0.08,45.7,25,7,35,Fail
2.55,59.13,34,1,35,Fail
7.96,99.57,48,1,51.13,Pass
4.93,80.71,28,17,41,Pass
4.83,83.8,24,6,41.83,Pass
10.62,52.78,38,16,62.83,Pass
10.75,44.73,43,5,54.19,Pass
10.91,56.61,48,9,56.98,Pass
3.77,54.93,49,6,36.46,Fail
8.29,54.07,47,3,46.36,Pass
3.26,51.57,24,10,35,Fail
2.29,74.49,50,15,47.03,Pass
2.22,59.69,41,16,44.32,Pass
4.11,89.22,32,5,43.43,Pass
5.16,51.04,37,19,42.33,Pass
9.97,67.88,39,18,58.52,Pass
